domain,tld,length,vowel_ratio,has_number,tld_score,keyword_score,brand_score,price,tier
app.co.in,.co.in,3,0.3333,0,0.6,0.6043,0.6762,474500,medium
kicare.co.in,.co.in,6,0.5,0,0.6,0.5758,0.6203,834000,medium
ra.in,.in,2,0.5,0,0.9,0.988,0.9649,94602000,high
opxehusanbu.co.in,.co.in,11,0.4545,0,0.6,0.3302,0.3791,157000,low
nextle.co,.co,6,0.3333,0,0.8,0.72,0.6073,239500,medium
myvi.com,.com,4,0.25,0,1.0,0.3609,0.6001,994000,medium
link.app,.app,4,0.25,0,0.75,0.72,0.6452,314500,medium
app.com,.com,3,0.3333,0,1.0,0.5266,0.7782,1073000,medium
kix.com,.com,3,0.3333,0,1.0,0.9948,0.842,50014000,high
tecasituez.xyz,.xyz,10,0.5,0,0.3,0.2224,0.3428,49000,low
jiterajzaompravy.co.in,.co.in,16,0.375,0,0.6,0.3221,0.422,53000,low
unvizone.in,.in,8,0.5,0,0.9,0.0034,0.3695,87000,low
omqo.com,.com,4,0.5,0,1.0,0.357,0.6447,533500,medium
nako.io,.io,4,0.5,0,0.85,0.4775,0.6852,851000,medium
vionline.in,.in,8,0.5,0,0.9,0.2234,0.5498,105500,low
tuworld.biz,.biz,7,0.2857,0,0.15,0.285,0.5266,66000,low
huunrasiez.org,.org,10,0.5,0,0.58,0.3148,0.3431,49000,low
bhabu.ai,.ai,5,0.4,0,0.95,0.7505,0.87,62728000,high
devwyqope.online,.online,9,0.3333,0,0.25,0.1262,0.4824,108000,low
newsinfodev.info,.info,11,0.3636,0,0.18,0.372,0.4778,91500,low
foai.com,.com,4,0.75,0,1.0,0.9332,0.7178,18056500,high
nova80.net,.net,6,0.3333,1,0.65,0.6343,0.6775,774000,medium
real.in,.in,4,0.5,0,0.9,0.5729,0.63,913500,medium
rajjibase.tech,.tech,9,0.4444,0,0.55,0.7003,0.6194,487500,medium
huai.ai,.ai,4,0.75,0,0.95,0.9801,0.7677,31633000,high
qosolutions.co.in,.co.in,11,0.4545,0,0.6,0.2163,0.3569,102500,low
jinahusha.dev,.dev,9,0.4444,0,0.7,0.4611,0.6285,618000,medium
real.co.in,.co.in,4,0.5,0,0.6,0.6894,0.6956,269000,medium
vikinavyezrasha.net,.net,15,0.4,0,0.65,0.2707,0.3743,97500,low
axseva.com,.com,6,0.5,0,1.0,1.0,0.8603,51340000,high
opdevkripume.org,.org,12,0.4167,0,0.58,0.2698,0.3396,132500,low
mydahu.in,.in,6,0.3333,0,0.9,0.4987,0.6149,921500,medium
green20.dev,.dev,7,0.2857,1,0.7,0.5763,0.7047,620000,medium
bestbhaza.xyz,.xyz,9,0.3333,0,0.3,0.3298,0.411,137500,low
bestle.co.in,.co.in,6,0.3333,0,0.6,0.1673,0.5593,137000,low
baseme.net,.net,6,0.5,0,0.65,0.6984,0.6723,1101000,medium
pulab.co.in,.co.in,5,0.4,0,0.6,0.5185,0.7915,987000,medium
ezx.in,.in,3,0.3333,0,0.9,0.8539,0.8802,94528500,high
devcloud.com,.com,8,0.375,0,1.0,0.6563,0.6632,749500,medium
vinaxezwy.net,.net,9,0.3333,0,0.65,0.3091,0.3993,58500,low
vinsime.app,.app,7,0.4286,0,0.75,0.7536,0.9084,23730000,high
art.org,.org,3,0.3333,0,0.58,0.0217,0.6169,109500,low
sandesh55.online,.online,9,0.2222,1,0.25,0.2878,0.4239,32000,low
sanplace.org,.org,8,0.375,0,0.58,0.0122,0.5309,107000,low
newski.co.in,.co.in,6,0.3333,0,0.6,0.167,0.5822,127000,low
morajbase.io,.io,9,0.4444,0,0.85,0.473,0.6571,345000,medium
upi.co,.co,3,0.6667,0,0.8,1.0,0.7426,23061000,high
luai.io,.io,4,0.75,0,0.85,0.9605,0.7286,8862500,high
vypeworld.org,.org,9,0.2222,0,0.58,0.2774,0.405,130500,low
buco.dev,.dev,4,0.5,0,0.7,0.4703,0.6917,878500,medium
nanafy.ai,.ai,6,0.3333,0,0.95,0.9268,0.7894,24037500,high
global.tech,.tech,6,0.3333,0,0.55,0.5585,0.658,480000,medium
vybuvy.io,.io,6,0.1667,0,0.85,0.9247,0.7915,9749500,high
mandi77.com,.com,7,0.2857,1,1.0,0.6183,0.6248,706000,medium
krilab.in,.in,6,0.3333,0,0.9,0.6494,0.6274,379500,medium
shasanezeznotuko.net,.net,16,0.4375,0,0.65,0.1036,0.2593,78500,low
dost.dev,.dev,4,0.25,0,0.7,0.72,0.6003,250000,medium
city.net,.net,4,0.25,0,0.65,0.471,0.6048,219000,medium
rojgar.site,.site,6,0.3333,0,0.2,0.2821,0.439,75500,low
spark39.tech,.tech,7,0.1429,1,0.55,0.5374,0.5404,232500,medium
no.com,.com,2,0.5,0,1.0,0.9999,0.8278,48613000,high
koezsha.io,.io,7,0.4286,0,0.85,0.5902,0.6194,1117500,medium
wymozaun.app,.app,8,0.375,0,0.75,0.5798,0.6679,328500,medium
kriplacedavionli.biz,.biz,16,0.4375,0,0.15,0.3543,0.4425,71500,low
xesewa.xyz,.xyz,6,0.5,0,0.3,0.0819,0.5531,85000,low
wyriplaceunzone.xyz,.xyz,15,0.4,0,0.3,0.3504,0.3914,65000,low
kotevy.io,.io,6,0.3333,0,0.85,0.6011,0.698,229500,medium
store91.io,.io,7,0.2857,1,0.85,0.72,0.6002,597500,medium
cabank.in,.in,6,0.3333,0,0.9,1.0,0.7836,19754500,high
peworld.net,.net,7,0.2857,0,0.65,0.066,0.4771,127000,low
nifty.com,.com,5,0.2,0,1.0,1.0,0.6985,57652500,high
daplace.online,.online,7,0.4286,0,0.25,0.2431,0.4451,84500,low
solutionswy.online,.online,11,0.3636,0,0.25,0.068,0.454,97500,low
xeworld.org,.org,7,0.2857,0,0.58,0.1502,0.3962,54000,low
gram.info,.info,4,0.25,0,0.18,0.1241,0.4804,54000,low
cloud.ai,.ai,5,0.4,0,0.95,0.8629,0.8553,5446500,high
huop.ai,.ai,4,0.5,0,0.95,0.7768,0.8912,71704500,high
service.online,.online,7,0.4286,0,0.25,0.353,0.4869,73500,low
games.xyz,.xyz,5,0.4,0,0.3,0.0963,0.5863,62500,low
untuvinji.io,.io,9,0.4444,0,0.85,0.6805,0.6658,865000,medium
bestbuda.info,.info,8,0.375,0,0.18,0.1462,0.568,129000,low
gomoom.com,.com,6,0.5,0,1.0,0.9676,0.7489,4699000,high
cahuzone.org,.org,8,0.5,0,0.58,0.1075,0.5291,108000,low
mecaxepu.in,.in,8,0.5,0,0.9,0.1334,0.397,68000,low
mokrisiopbu.co.in,.co.in,11,0.4545,0,0.6,0.3114,0.4357,103000,low
omomonlinedevdad.xyz,.xyz,16,0.4375,0,0.3,0.0483,0.3869,78000,low
rajbase.net,.net,7,0.4286,0,0.65,0.5869,0.6979,519500,medium
koworld.in,.in,7,0.2857,0,0.9,0.1924,0.4397,130000,low
shakti.com,.com,6,0.3333,0,1.0,0.4953,0.7264,1044000,medium
designsi.net,.net,8,0.375,0,0.65,0.297,0.4504,117000,low
oponline.biz,.biz,8,0.5,0,0.15,0.0534,0.3861,84500,low
spacera.io,.io,7,0.4286,0,0.85,0.6294,0.7479,697000,medium
omtuletukovykora.biz,.biz,16,0.4375,0,0.15,0.0028,0.3559,35000,low
napudevezpuhupu.biz,.biz,15,0.4667,0,0.15,0.3798,0.4119,109000,low
news.biz,.biz,4,0.25,0,0.15,0.0336,0.4973,95000,low
deveztu.dev,.dev,7,0.4286,0,0.7,0.6343,0.7376,377000,medium
rinanohuko.co.in,.co.in,10,0.5,0,0.6,0.4946,0.5594,307500,medium
marketing.io,.io,9,0.3333,0,0.85,0.8136,0.7833,3254000,high
sikopuax.io,.io,8,0.5,0,0.85,0.5836,0.6318,1139000,medium
host.in,.in,4,0.25,0,0.9,0.2332,0.4992,71500,low
labhu.io,.io,5,0.4,0,0.85,0.72,0.7438,739000,medium
sihq.io,.io,4,0.25,0,0.85,0.3859,0.589,989000,medium
investvy.co,.co,8,0.25,0,0.8,0.9243,0.7591,74566500,high
opworld.net,.net,7,0.2857,0,0.65,0.1146,0.4918,52000,low
opio.com,.com,4,0.75,0,1.0,0.8882,0.6575,54022500,high
servicegroup.biz,.biz,12,0.4167,0,0.15,0.3103,0.5228,58000,low
lovelu.net,.net,6,0.5,0,0.65,0.0231,0.4038,73500,low
yojnada.info,.info,7,0.4286,0,0.18,0.1757,0.4335,72000,low
milan57.site,.site,7,0.2857,1,0.2,0.1579,0.4611,45500,low
unsiprarapeda.xyz,.xyz,13,0.4615,0,0.3,0.3483,0.3675,57500,low
bharat67.com,.com,8,0.25,1,1.0,0.9658,0.7384,8190000,high
bazaar.io,.io,6,0.5,0,0.85,0.4545,0.5801,594500,medium
oppepe.net,.net,6,0.5,0,0.65,0.5027,0.688,864000,medium
ki.com,.com,2,0.5,0,1.0,0.9757,0.8756,10839000,high
foludevop.tech,.tech,9,0.4444,0,0.55,0.5358,0.6767,896500,medium
games50.info,.info,7,0.2857,1,0.18,0.3626,0.5283,58500,low
vivibuwy.io,.io,8,0.375,0,0.85,0.4184,0.5904,310000,medium
tehq.dev,.dev,4,0.25,0,0.7,0.6586,0.6022,720000,medium
vymokribubutusan.biz,.biz,16,0.375,0,0.15,0.1496,0.2849,68000,low
sensex.in,.in,6,0.3333,0,0.9,1.0,0.8729,76327500,high
tepuplace.site,.site,9,0.4444,0,0.2,0.3541,0.5184,89000,low
jiaxlab.in,.in,7,0.4286,0,0.9,0.6647,0.6521,1573500,medium
kisoft.tech,.tech,6,0.3333,0,0.55,0.4794,0.642,770000,medium
globalop.net,.net,8,0.375,0,0.65,0.72,0.5978,688500,medium
tu.in,.in,2,0.5,0,0.9,0.8527,0.8528,54422000,high
xeworld.xyz,.xyz,7,0.2857,0,0.3,0.1734,0.4053,87500,low
myteki.tech,.tech,6,0.3333,0,0.55,0.3906,0.6927,888000,medium
pele.app,.app,4,0.5,0,0.75,0.73,0.8659,59232500,high
unrajkri.co,.co,8,0.375,0,0.8,0.4142,0.6946,972500,medium
devlelab.dev,.dev,8,0.375,0,0.7,0.72,0.6466,544500,medium
techna.com,.com,6,0.3333,0,1.0,1.0,0.9115,8604000,high
praflow.co.in,.co.in,7,0.2857,0,0.6,0.72,0.5953,852500,medium
art.online,.online,3,0.3333,0,0.25,0.0142,0.6202,79000,low
sicavipu.in,.in,8,0.5,0,0.9,0.3738,0.4815,186500,low
syncop.tech,.tech,6,0.1667,0,0.55,0.72,0.6477,1229000,medium
sewa.in,.in,4,0.5,0,0.9,0.0019,0.4994,149000,low
mewyomno.app,.app,8,0.375,0,0.75,0.5881,0.6285,1136000,medium
buy48.in,.in,5,0.2,1,0.9,1.0,0.7968,40640000,high
jiezriom.com,.com,8,0.5,0,1.0,0.5571,0.7022,1371000,medium
bharat.in,.in,6,0.3333,0,0.9,0.5018,0.7307,1063500,medium
zahealth.io,.io,8,0.375,0,0.85,0.9896,0.7753,27280500,high
kart.com,.com,4,0.25,0,1.0,0.6127,0.6922,853000,medium
naopsoft.io,.io,8,0.375,0,0.85,0.5591,0.6977,985500,medium
vipemowyhu.io,.io,10,0.4,0,0.85,0.6849,0.6261,1201500,medium
paise.co.in,.co.in,5,0.6,0,0.6,0.72,0.6797,1994000,medium
tebase.io,.io,6,0.5,0,0.85,0.592,0.6376,266000,medium
leonline.site,.site,8,0.5,0,0.2,0.3113,0.4688,38000,low
ko.in,.in,2,0.5,0,0.9,0.7178,0.877,55737000,high
vinkrishi.com,.com,9,0.3333,0,1.0,0.4718,0.6181,630000,medium
pedigital.co,.co,9,0.4444,0,0.8,0.8759,0.7519,43447000,high
next.com,.com,4,0.25,0,1.0,0.72,0.6365,617500,medium
trade7.io,.io,6,0.3333,1,0.85,0.8858,0.8193,22414500,high
bubupuvyvybestde.biz,.biz,16,0.3125,0,0.15,0.141,0.2522,46500,low
milan.online,.online,5,0.4,0,0.25,0.3532,0.6186,52500,low
samay.net,.net,5,0.4,0,0.65,0.3694,0.5377,147000,low
omonline.info,.info,8,0.5,0,0.18,0.0719,0.4642,95500,low
huzahq.in,.in,6,0.3333,0,0.9,0.6428,0.6983,485500,medium
unbase.tech,.tech,6,0.5,0,0.55,0.72,0.6918,366500,medium
sily.ai,.ai,4,0.25,0,0.95,0.7452,0.8538,65389500,high
novaop.dev,.dev,6,0.5,0,0.7,0.5102,0.6204,547000,medium
nazone.info,.info,6,0.5,0,0.18,0.0251,0.4371,76000,low
mesanunvinpetume.online,.online,16,0.4375,0,0.25,0.3163,0.3087,60000,low
jivypeqo.io,.io,8,0.375,0,0.85,0.3883,0.7328,909500,medium
city66.net,.net,6,0.1667,1,0.65,0.5221,0.6445,222000,medium
devzaeznabubusha.net,.net,16,0.4375,0,0.65,0.0314,0.3353,72000,low
sandesh.info,.info,7,0.2857,0,0.18,0.1006,0.4566,80500,low
bestvi.xyz,.xyz,6,0.3333,0,0.3,0.3688,0.5774,60000,low
te.ai,.ai,2,0.5,0,0.95,0.9168,0.8149,43736000,high
raca.com,.com,4,0.5,0,1.0,0.9384,0.7936,48182000,high
auto77.com,.com,6,0.5,1,1.0,1.0,0.7328,18866500,high
vinpraax.dev,.dev,8,0.375,0,0.7,0.4034,0.664,834500,medium
bestshapra.site,.site,10,0.3,0,0.2,0.3792,0.4962,101000,low
omworld.xyz,.xyz,7,0.2857,0,0.3,0.2561,0.4245,91500,low
tehuvyqokonaop.online,.online,14,0.4286,0,0.25,0.1606,0.409,50500,low
vinqo.ai,.ai,5,0.4,0,0.95,0.7668,0.826,58001500,high
lepucasan.app,.app,9,0.4444,0,0.75,0.5361,0.6511,402500,medium
groupwy.xyz,.xyz,7,0.2857,0,0.3,0.1829,0.5577,94500,low
vidya10.dev,.dev,7,0.2857,1,0.7,0.72,0.6429,704000,medium
rajvinbhadevda.net,.net,14,0.3571,0,0.65,0.1331,0.3401,82500,low
zonekizone.info,.info,10,0.5,0,0.18,0.3357,0.4718,91000,low
visamay.site,.site,7,0.4286,0,0.2,0.2224,0.454,89000,low
sigramin.in,.in,8,0.375,0,0.9,0.72,0.605,1124000,medium
startup.ai,.ai,7,0.2857,0,0.95,0.8892,0.842,15308000,high
pralukihufopraji.org,.org,16,0.4375,0,0.58,0.047,0.3975,90500,low
nagari.online,.online,6,0.5,0,0.25,0.1102,0.5548,77000,low
place11.site,.site,7,0.2857,1,0.2,0.1017,0.5512,83000,low
gamesqo.xyz,.xyz,7,0.4286,0,0.3,0.3254,0.5963,85000,low
devpralu.io,.io,8,0.375,0,0.85,0.8156,0.8259,17964000,high
rasoft.tech,.tech,6,0.3333,0,0.55,0.6615,0.6993,411000,medium
tuly.in,.in,4,0.25,0,0.9,0.8561,0.7593,56780000,high
global.co,.co,6,0.3333,0,0.8,0.5062,0.7106,765000,medium
komexezamevindev.info,.info,16,0.4375,0,0.18,0.3248,0.276,47500,low
designqo.net,.net,8,0.375,0,0.65,0.2482,0.4698,48500,low
shabase.in,.in,7,0.4286,0,0.9,0.6238,0.5939,764500,medium
groupzone.xyz,.xyz,9,0.4444,0,0.3,0.2582,0.4934,49000,low
data.io,.io,4,0.5,0,0.85,0.3598,0.6403,271500,medium
global.com,.com,6,0.3333,0,1.0,0.485,0.6923,626500,medium
ca.ai,.ai,2,0.5,0,0.95,0.8394,0.9333,3468000,high
info.org,.org,4,0.5,0,0.58,0.341,0.5313,132000,low
ai.com,.com,2,1.0,0,1.0,1.0,0.7518,39853500,high
sensex.com,.com,6,0.3333,0,1.0,0.4292,0.6583,341000,medium
xelepracakifo.net,.net,13,0.4615,0,0.65,0.3339,0.4634,96000,low
pekokrinaza.net,.net,11,0.4545,0,0.65,0.4675,0.5373,629000,medium
catetumo.com,.com,8,0.5,0,1.0,0.6853,0.5594,635500,medium
shiksha97.net,.net,9,0.2222,1,0.65,0.066,0.3366,59000,low
tryop.io,.io,5,0.2,0,0.85,0.8731,0.7548,16960000,high
devzone.biz,.biz,7,0.4286,0,0.15,0.251,0.545,87500,low
krizalab.tech,.tech,8,0.375,0,0.55,0.72,0.629,963000,medium
peaxfo.co,.co,6,0.5,0,0.8,0.9558,0.8343,34502500,high
space.dev,.dev,5,0.4,0,0.7,0.5633,0.6508,251500,medium
green47.dev,.dev,7,0.2857,1,0.7,0.5973,0.655,273500,medium
sanhq.co.in,.co.in,5,0.2,0,0.6,0.5568,0.5495,662000,medium
vishavy.com,.com,7,0.2857,0,1.0,0.4086,0.6848,1109500,medium
luwyworld.info,.info,9,0.2222,0,0.18,0.177,0.4048,71500,low
omputele.co,.co,8,0.5,0,0.8,0.5989,0.5746,445500,medium
metrade.io,.io,7,0.4286,0,0.85,0.951,0.7913,8391500,high
onlineko.info,.info,8,0.5,0,0.18,0.0069,0.3816,42000,low
placelu.info,.info,7,0.4286,0,0.18,0.1328,0.577,121000,low
kodevbhavin.net,.net,11,0.3636,0,0.65,0.4298,0.5909,411000,medium
gramin.co,.co,6,0.3333,0,0.8,0.72,0.6201,979500,medium
lab.net,.net,3,0.3333,0,0.65,0.5262,0.7554,1192000,medium
world.org,.org,5,0.2,0,0.58,0.1297,0.5026,114000,low
mesync.io,.io,6,0.1667,0,0.85,0.4655,0.6618,1070000,medium
nobhapuqo.co.in,.co.in,9,0.4444,0,0.6,0.2755,0.5134,74500,low
digitalki.com,.com,9,0.4444,0,1.0,0.9691,0.8317,5370000,high
unmouncaezwy.site,.site,12,0.4167,0,0.2,0.0978,0.4825,49500,low
bank.com,.com,4,0.25,0,1.0,1.0,0.8124,93633500,high
travel.com,.com,6,0.3333,0,1.0,0.4105,0.6518,1076500,medium
business.org,.org,8,0.375,0,0.58,0.2335,0.5293,157500,low
rajnew.com,.com,6,0.3333,0,1.0,0.5671,0.6322,837000,medium
gram59.org,.org,6,0.1667,1,0.58,0.0539,0.3333,59000,low
cloudza.com,.com,7,0.4286,0,1.0,1.0,0.7729,28616000,high
ezsixeombu.xyz,.xyz,10,0.5,0,0.3,0.1324,0.3472,102500,low
businessomgames.biz,.biz,15,0.4,0,0.15,0.128,0.3932,59000,low
site.xyz,.xyz,4,0.5,0,0.3,0.1072,0.4563,65500,low
arttu.com,.com,5,0.4,0,1.0,0.0,0.5797,79500,low
nagaripe.co.in,.co.in,8,0.5,0,0.6,0.0908,0.5523,47000,low
place.online,.online,5,0.4,0,0.25,0.0331,0.6231,141000,low
wytuwyaxnainfo.info,.info,14,0.3571,0,0.18,0.3351,0.381,43000,low
pebuhub.com,.com,7,0.4286,0,1.0,0.6809,0.6249,735500,medium
tenew.com,.com,5,0.4,0,1.0,0.72,0.7821,1029000,medium
livepe.in,.in,6,0.5,0,0.9,0.9187,0.7381,34061000,high
vinmevi.dev,.dev,7,0.4286,0,0.7,0.6144,0.6655,492500,medium
noqofo.com,.com,6,0.5,0,1.0,0.3917,0.6495,877000,medium
zarazone.org,.org,8,0.5,0,0.58,0.3722,0.4047,155500,low
hub.ai,.ai,3,0.3333,0,0.95,1.0,0.8204,41066000,high
designki.info,.info,8,0.375,0,0.18,0.3105,0.5686,124000,low
lovemo.in,.in,6,0.5,0,0.9,0.1205,0.4116,97500,low
gramin.in,.in,6,0.3333,0,0.9,0.644,0.6619,537000,medium
nagarina.org,.org,8,0.5,0,0.58,0.1727,0.4661,147500,low
hunafovin.dev,.dev,9,0.4444,0,0.7,0.5567,0.6945,1135000,medium
rahuonline.org,.org,10,0.5,0,0.58,0.076,0.4121,78000,low
axcalukriunshahu.site,.site,16,0.4375,0,0.2,0.1966,0.262,55500,low
xeseva.in,.in,6,0.5,0,0.9,0.9356,0.8043,46372500,high
peworld.xyz,.xyz,7,0.2857,0,0.3,0.1614,0.5178,55500,low
noburajtuaxzone.xyz,.xyz,15,0.4667,0,0.3,0.0697,0.4308,46000,low
care.co,.co,4,0.5,0,0.8,0.5488,0.762,439500,medium
krishakti.com,.com,9,0.3333,0,1.0,0.5087,0.5982,511000,medium
xebhaez.tech,.tech,7,0.4286,0,0.55,0.4586,0.7324,239000,medium
shaunbase.com,.com,9,0.4444,0,1.0,0.6659,0.5935,850500,medium
unserviceconnect.xyz,.xyz,16,0.375,0,0.3,0.1417,0.319,88500,low
monaqonadevmevin.co.in,.co.in,16,0.4375,0,0.6,0.2692,0.3501,76000,low
nakrisoft.co,.co,9,0.3333,0,0.8,0.72,0.6815,1216000,medium
sanworldleonline.info,.info,16,0.375,0,0.18,0.0456,0.2708,56000,low
catulu.net,.net,6,0.5,0,0.65,0.3619,0.6814,890000,medium
kocore.io,.io,6,0.5,0,0.85,0.5694,0.5909,945500,medium
ezpravi.app,.app,7,0.4286,0,0.75,0.4618,0.6664,389000,medium
artmetuzahufodev.xyz,.xyz,16,0.4375,0,0.3,0.3643,0.3053,64500,low
radata.ai,.ai,6,0.5,0,0.95,1.0,0.7257,22279500,high
lukolekri.online,.online,9,0.4444,0,0.25,0.2712,0.5186,114500,low
meomvyezpra.net,.net,11,0.3636,0,0.65,0.1246,0.418,61000,low
new17.app,.app,5,0.2,1,0.75,0.6895,0.6392,238000,medium
ezonline.info,.info,8,0.5,0,0.18,0.0028,0.4571,86500,low
tech23.in,.in,6,0.1667,1,0.9,0.8926,0.742,11639000,high
dhan26.com,.com,6,0.1667,1,1.0,0.9261,0.7378,5693500,high
vyplacevyonline.xyz,.xyz,15,0.3333,0,0.3,0.0145,0.4454,54500,low
swadesh.com,.com,7,0.2857,0,1.0,0.7198,0.643,804000,medium
design.info,.info,6,0.3333,0,0.18,0.1849,0.5823,76000,low
energyhuservice6.info,.info,16,0.375,1,0.18,0.3121,0.2605,35500,low
krico.com,.com,5,0.4,0,1.0,0.3596,0.7852,810500,medium
newssi.net,.net,6,0.3333,0,0.65,0.351,0.5533,121000,low
omsoft.co.in,.co.in,6,0.3333,0,0.6,0.72,0.6449,1262000,medium
vinhub.net,.net,6,0.3333,0,0.65,0.5929,0.7475,1109000,medium
vishawyko.com,.com,9,0.3333,0,1.0,0.3692,0.5761,522000,medium
city.com,.com,4,0.25,0,1.0,0.6852,0.6427,303000,medium
vybhapra.io,.io,8,0.25,0,0.85,0.7684,0.6697,27571000,high
ommedia.in,.in,7,0.5714,0,0.9,0.72,0.6255,630500,medium
digi.in,.in,4,0.5,0,0.9,0.5711,0.707,1223500,medium
groupax.com,.com,7,0.4286,0,1.0,0.245,0.4711,83000,low
shasi.ai,.ai,5,0.4,0,0.95,0.7787,0.8978,33408000,high
huzone.biz,.biz,6,0.5,0,0.15,0.153,0.5037,112000,low
health.ai,.ai,6,0.3333,0,0.95,0.989,0.7435,25751500,high
jilupuun.com,.com,8,0.5,0,1.0,0.5602,0.6524,926000,medium
crypto60.in,.in,8,0.125,1,0.9,1.0,0.7654,8187000,high
dasoft.co.in,.co.in,6,0.3333,0,0.6,0.7128,0.6363,423000,medium
prapraonline.net,.net,12,0.4167,0,0.65,0.2709,0.5127,101500,low
newskripuhuzalum.biz,.biz,16,0.375,0,0.15,0.3641,0.3247,43500,low
crypto34.com,.com,8,0.125,1,1.0,1.0,0.613,8419000,high
navyhuxehu.co.in,.co.in,10,0.4,0,0.6,0.1628,0.4121,135500,low
rupee90.in,.in,7,0.4286,1,0.9,1.0,0.758,41003000,high
unri.app,.app,4,0.5,0,0.75,1.0,0.8185,13386000,high
bestte.biz,.biz,6,0.3333,0,0.15,0.1847,0.4273,100000,low
pemeai.com,.com,6,0.6667,0,1.0,1.0,0.651,24973500,high
connect45.org,.org,9,0.2222,1,0.58,0.2342,0.4942,60500,low
lovepraservice.info,.info,14,0.4286,0,0.18,0.1672,0.3333,73000,low
hukri.co,.co,5,0.4,0,0.8,0.4518,0.6647,616500,medium
bestlufo.org,.org,8,0.375,0,0.58,0.3278,0.5003,126000,low
trybuko.in,.in,7,0.2857,0,0.9,0.9501,0.821,49538000,high
siteme.site,.site,6,0.5,0,0.2,0.2675,0.4351,56000,low
qobase.co,.co,6,0.5,0,0.8,0.72,0.5855,1155000,medium
flow.io,.io,4,0.25,0,0.85,0.5863,0.6743,833500,medium
besttu.online,.online,6,0.3333,0,0.25,0.107,0.5643,64500,low
vyjibu.co,.co,6,0.3333,0,0.8,0.8242,0.8152,19798000,high
portallujivinops.info,.info,16,0.375,0,0.18,0.0945,0.3302,60500,low
puinfo.com,.com,6,0.5,0,1.0,0.0239,0.5163,73000,low
fintech.co.in,.co.in,7,0.2857,0,0.6,0.5498,0.5663,346500,medium
blogko.org,.org,6,0.3333,0,0.58,0.073,0.4795,66500,low
vify.io,.io,4,0.25,0,0.85,0.7813,0.8931,52356500,high
basesan.io,.io,7,0.4286,0,0.85,0.72,0.7059,1392500,medium
link.in,.in,4,0.25,0,0.9,0.4899,0.6952,913500,medium
spark48.com,.com,7,0.1429,1,1.0,0.6774,0.4969,225500,medium
upi.com,.com,3,0.6667,0,1.0,0.992,0.708,74469500,high
xeindia.co,.co,7,0.5714,0,0.8,1.0,0.7067,48332000,high
ludevax.com,.com,7,0.4286,0,1.0,0.4916,0.6401,220000,medium
lu.in,.in,2,0.5,0,0.9,0.8956,0.8554,49707000,high
newsqo.xyz,.xyz,6,0.3333,0,0.3,0.3639,0.5648,60500,low
bharatez.io,.io,8,0.375,0,0.85,1.0,0.7633,46668000,high
pehuprasanrawyle.online,.online,16,0.375,0,0.25,0.1773,0.3108,31500,low
rojgarwy.net,.net,8,0.25,0,0.65,0.2726,0.3491,122500,low
vinmeco.co,.co,7,0.4286,0,0.8,0.7139,0.703,963500,medium
devworld.info,.info,8,0.25,0,0.18,0.1436,0.3414,104500,low
bhahub.co,.co,6,0.3333,0,0.8,0.9862,0.7455,59014500,high
tudevvibha.biz,.biz,10,0.4,0,0.15,0.0088,0.4747,36000,low
raservice.online,.online,9,0.4444,0,0.25,0.3497,0.4862,62500,low
komehu.io,.io,6,0.5,0,0.85,0.5382,0.5925,475000,medium
canewsuntekorajk.info,.info,16,0.375,0,0.18,0.0057,0.3384,73000,low
pufy.com,.com,4,0.25,0,1.0,0.8465,0.826,19019500,high
sewa.net,.net,4,0.5,0,0.65,0.2495,0.5912,172000,low
jijile.in,.in,6,0.5,0,0.9,0.4524,0.7018,577500,medium
kodapusha.app,.app,9,0.4444,0,0.75,0.3933,0.6686,905000,medium
kribhaom.ai,.ai,8,0.375,0,0.95,0.8425,0.8203,25797000,high
rahubase.net,.net,8,0.5,0,0.65,0.72,0.6439,280000,medium
sigreen.dev,.dev,7,0.4286,0,0.7,0.6434,0.7178,494500,medium
core.com,.com,4,0.5,0,1.0,0.5892,0.6312,998500,medium
raezjijiaxjiki.in,.in,14,0.5,0,0.9,0.2513,0.3045,91500,low
dadevez.io,.io,7,0.4286,0,0.85,0.7979,0.7576,52618500,high
dahq.in,.in,4,0.25,0,0.9,0.5897,0.6181,247000,medium
carepra.co.in,.co.in,7,0.4286,0,0.6,0.72,0.6643,390000,medium
opinvest.ai,.ai,8,0.375,0,0.95,1.0,0.8943,48756500,high
business.biz,.biz,8,0.375,0,0.15,0.3598,0.4906,34000,low
nifty.co.in,.co.in,5,0.2,0,0.6,0.6777,0.6195,1149000,medium
tech.com,.com,4,0.25,0,1.0,1.0,0.7905,61843500,high
lesanpuwylupebha.xyz,.xyz,16,0.375,0,0.3,0.1252,0.2787,28500,low
axcity.co,.co,6,0.3333,0,0.8,0.6232,0.6116,827000,medium
ri.ai,.ai,2,0.5,0,0.95,0.9108,0.9141,56104000,high
digital.io,.io,7,0.4286,0,0.85,1.0,0.7996,2481500,high
nanova.app,.app,6,0.5,0,0.75,0.6896,0.6625,353000,medium
lovesanraezrajza.info,.info,16,0.4375,0,0.18,0.2221,0.407,38000,low
wyapp.app,.app,5,0.2,0,0.75,0.5116,0.6432,931000,medium
portalez.org,.org,8,0.375,0,0.58,0.0159,0.5397,75500,low
creditmo.ai,.ai,8,0.375,0,0.95,0.9812,0.8918,13789500,high
